func_name,degree,deltaC,gap,R2_train,R2_test
linear,2,0.010156405289485804,0.004702390042664373,0.9728749328661563,0.968172542823492
linear,3,0.020271676411353745,0.002264207901140902,0.9734841882798825,0.9712199803787416
linear,4,0.0144567984427999,0.0027203503846455757,0.9736368467030045,0.970916496318359
linear,5,-0.016334646509529982,0.002771732193303622,0.973781699826351,0.9710099676330474
linear,6,1.0941915785495109,0.00278313718802381,0.9737824154475232,0.9709992782594994
linear,7,5.24693222800447,0.0027553059779034106,0.9738071265483785,0.9710518205704751
linear,8,24.219158148334945,0.002960240649183765,0.9738205088091817,0.9708602681599979
linear,9,-34.48089855571044,0.006060591080161437,0.9748862549317755,0.9688256638516141
linear,10,3116.5649008344853,0.006281987969303016,0.9749004339209503,0.9686184459516473
linear,11,19460.68788889305,0.006327372001595277,0.9749053316528435,0.9685779596512483
linear,12,65051.95240336066,0.006106230182942762,0.9749321200508977,0.9688258898679549
linear,13,591523.0738760569,0.005417509492005923,0.975056762331346,0.96963925283934
linear,14,4891997.029652314,0.0076125081913684944,0.9753271167422574,0.9677146085508889
linear,15,50686853.883963406,0.007020881090348041,0.97538377630037,0.968362895210022
linear,1,0.007957911942923612,0.021283973942507584,0.9690325684753541,0.9477485945328465
linear,2,0.00880050124851417,0.02138739572325754,0.9690699211722713,0.9476825254490138
linear,3,0.02474150653568774,0.01972368964406712,0.969370593826456,0.9496469041823888
linear,4,0.03268546917217918,0.019770620485133672,0.969852906399382,0.9500822859142484
linear,5,0.033322542863016835,0.019845103362741923,0.9698727070834026,0.9500276037206606
linear,6,-0.40942573683396866,0.020727627314057417,0.9705713844361131,0.9498437571220557
linear,7,-4.743332455512528,0.021743672391299707,0.970972577673548,0.9492289052822483
linear,8,98.76242058699238,0.02209310973821621,0.9710182823176267,0.9489251725794104
